concept,description_concept,type_concept,term,type_term,description_term,generateur,prefix,gender,conjugaison,ehasElisionlision,accordFemSing,accordFemPlu,accordMasSing,accordMasPlu
,,,substantif:caroube  s féminin,substantif,,,caroube,féminin,,0,,s,,
,,,substantif:carripoulé  s masculin,substantif,,,carripoulé,masculin,,0,,,,s
,,,substantif:carry  s masculin,substantif,,,carry,masculin,,0,,,,s
,,,substantif:carthame  s féminin,substantif,,,carthame,féminin,,0,,s,,
,,,substantif:carvi  s masculin,substantif,,,carvi,masculin,,0,,,,s
,,,substantif:cary  s masculin,substantif,,,cary,masculin,,0,,,,s
,,,substantif:casse  s féminin,substantif,,,casse,féminin,,0,,s,,
,,,substantif:cédrat  s masculin,substantif,,,cédrat,masculin,,0,,,,s
,,,substantif:chenopode  s masculin,substantif,,,chenopode,masculin,,0,,,,s
,,,substantif:chile  s masculin,substantif,,,chile,masculin,,0,,,,s
,,,substantif:chili  s masculin,substantif,,,chili,masculin,,0,,,,s
,,,substantif:chufa  s masculin,substantif,,,chufa,masculin,,0,,,,s
,,,substantif:citronnade  s féminin,substantif,,,citronnade,féminin,,0,,s,,
,,,substantif:citronnelle  s féminin,substantif,,,citronnelle,féminin,,0,,s,,
,,,substantif:cive  s féminin,substantif,,,cive,féminin,,0,,s,,
,,,substantif:civette  s féminin,substantif,,,civette,féminin,,0,,s,,
,,,substantif:coillouin  s masculin,substantif,,,coillouin,masculin,,0,,,,s
,,,substantif:colombo  s masculin,substantif,,,colombo,masculin,,0,,,,s
,,,substantif:combava  s masculin,substantif,,,combava,masculin,,0,,,,s
,,,substantif:coriandre  s féminin,substantif,,,coriandre,féminin,,0,,s,,
,,,substantif:coucou  s masculin,substantif,,,coucou,masculin,,0,,,,s
,,,substantif:coulante  s féminin,substantif,,,coulante,féminin,,0,,s,,
,,,substantif:cran  s masculin,substantif,,,cran,masculin,,0,,,,s
,,,substantif:cranson  s masculin,substantif,,,cranson,masculin,,0,,,,s
,,,substantif:cresson  s masculin,substantif,,,cresson,masculin,,0,,,,s
,,,substantif:cubèche  s féminin,substantif,,,cubèche,féminin,,0,,s,,
,,,substantif:curry  s masculin,substantif,,,curry,masculin,,0,,,,s
,,,substantif:cynorrhodon  s masculin,substantif,,,cynorrhodon,masculin,,0,,,,s
,,,substantif:dent de lion  s féminin,substantif,,,dent de lion,féminin,,0,,s,,
,,,substantif:dill  s masculin,substantif,,,dill,masculin,,0,,,,s
,,,substantif:doste  s féminin,substantif,,,doste,féminin,,0,,s,,
,,,substantif:estragon  s masculin,substantif,,,estragon,masculin,,0,,,,s
,,,substantif:farigoule  farigoule féminin,substantif,,,farigoule,féminin,,0,,farigoule,,
,,,substantif:farigoulette  farigoulette féminin,substantif,,,farigoulette,féminin,,0,,farigoulette,,
,,,substantif:faux anis   masculin,substantif,,,faux anis,masculin,,0,,,,
,,,substantif:feledès gubyas   masculin,substantif,,,feledès gubyas,masculin,,0,,,,
,,,substantif:fenugrec  feledès gubyas masculin,substantif,,,fenugrec,masculin,,0,,,,feledès gubyas
,,,substantif:férule  férule féminin,substantif,,,férule,féminin,,0,,férule,,
,,,substantif:gaingal  feledès gubyas masculin,substantif,,,gaingal,masculin,,0,,,,feledès gubyas
,,,substantif:galanda  galanda masculin,substantif,,,galanda,masculin,,0,,,,galanda
,,,substantif:galange  s féminin,substantif,,,galange,féminin,,0,,s,,
,,,substantif:galangue  s féminin,substantif,,,galangue,féminin,,0,,s,,
,,,substantif:gargon  garde-robe masculin,substantif,,,gargon,masculin,,0,,,,garde-robe
,,,substantif:garingal  garingal masculin,substantif,,,garingal,masculin,,0,,,,garingal
,,,substantif:gattilier  gattilier masculin,substantif,,,gattilier,masculin,,0,,,,gattilier
,,,substantif:genépi  garde-robe masculin,substantif,,,genépi,masculin,,0,,,,garde-robe
,,,substantif:genièvre  genièvre masculin,substantif,,,genièvre,masculin,,0,,,,genièvre
,,,substantif:gingembre  gingembre masculin,substantif,,,gingembre,masculin,,0,,,,gingembre
,,,substantif:gratte-cul   masculin,substantif,,,gratte-cul,masculin,,0,,,,
,,,substantif:grelot  s masculin,substantif,,,grelot,masculin,,0,,,,s
,,,substantif:harissa  s masculin,substantif,,,harissa,masculin,,0,,,,s
,,,substantif:hautbois  s masculin,substantif,,,hautbois,masculin,,0,,,,s
,,,substantif:houblon  s masculin,substantif,,,houblon,masculin,,0,,,,s
,,,substantif:kari  s masculin,substantif,,,kari,masculin,,0,,,,s
,,,substantif:kili  s masculin,substantif,,,kili,masculin,,0,,,,s
,,,substantif:kissi  s masculin,substantif,,,kissi,masculin,,0,,,,s
,,,substantif:lède  s féminin,substantif,,,lède,féminin,,0,,s,,
,,,substantif:lédon  s masculin,substantif,,,lédon,masculin,,0,,,,s
,,,substantif:limette  s féminin,substantif,,,limette,féminin,,0,,s,,
,,,substantif:macis  s masculin,substantif,,,macis,masculin,,0,,,,s
,,,substantif:malaguette  s féminin,substantif,,,malaguette,féminin,,0,,s,,
,,,substantif:maniguette  s féminin,substantif,,,maniguette,féminin,,0,,s,,
,,,substantif:marazolette  s féminin,substantif,,,marazolette,féminin,,0,,s,,
,,,substantif:massala  s masculin,substantif,,,massala,masculin,,0,,,,s
,,,substantif:mignonette  s féminin,substantif,,,mignonette,féminin,,0,,s,,
,,,substantif:moka  s masculin,substantif,,,moka,masculin,,0,,,,s
,,,substantif:moutardelle  s féminin,substantif,,,moutardelle,féminin,,0,,s,,
,,,substantif:muscade  s féminin,substantif,,,muscade,féminin,,0,,s,,
,,,substantif:myrique  s féminin,substantif,,,myrique,féminin,,0,,s,,
,,,substantif:myrte  s féminin,substantif,,,myrte,féminin,,0,,s,,
,,,substantif:nielle  s féminin,substantif,,,nielle,féminin,,0,,s,,
,,,substantif:noix de coco   féminin,substantif,,,noix de coco,féminin,,0,,,,
,,,substantif:non-pareille   féminin,substantif,,,non-pareille,féminin,,0,,,,
,,,substantif:pandanus   masculin,substantif,,,pandanus,masculin,,0,,,,
,,,substantif:péganium  s masculin,substantif,,,péganium,masculin,,0,,,,s
,,,substantif:pelevoué  s masculin,substantif,,,pelevoué,masculin,,0,,,,s
,,,substantif:penevoué  s masculin,substantif,,,penevoué,masculin,,0,,,,s
,,,substantif:perce-pierre   masculin,substantif,,,perce-pierre,masculin,,0,,,,
,,,substantif:pili-pili   masculin,substantif,,,pili-pili,masculin,,0,,,,
,,,substantif:pistou  s masculin,substantif,,,pistou,masculin,,0,,,,s
,,,substantif:poivrette  s féminin,substantif,,,poivrette,féminin,,0,,s,,
,,,substantif:poivron  s masculin,substantif,,,poivron,masculin,,0,,,,s
,,,substantif:ponchirade  s masculin,substantif,,,ponchirade,masculin,,0,,,,s
,,,substantif:réglisse  s féminin,substantif,,,réglisse,féminin,,0,,s,,
,,,substantif:rizdor  s masculin,substantif,,,rizdor,masculin,,0,,,,s
,,,substantif:rocambole  s féminin,substantif,,,rocambole,féminin,,0,,s,,
,,,substantif:rocou  s masculin,substantif,,,rocou,masculin,,0,,,,s
,,,substantif:rondelle  s féminin,substantif,,,rondelle,féminin,,0,,s,,
,,,substantif:roquette  s féminin,substantif,,,roquette,féminin,,0,,s,,
,,,substantif:rosmarin  s masculin,substantif,,,rosmarin,masculin,,0,,,,s
,,,substantif:salicorne  s féminin,substantif,,,salicorne,féminin,,0,,s,,
,,,substantif:sambu  s masculin,substantif,,,sambu,masculin,,0,,,,s
,,,substantif:sanguisorbe  s féminin,substantif,,,sanguisorbe,féminin,,0,,s,,
,,,substantif:sarriette  s féminin,substantif,,,sarriette,féminin,,0,,s,,
,,,substantif:sassafras  s masculin,substantif,,,sassafras,masculin,,0,,,,s
,,,substantif:savourée  s féminin,substantif,,,savourée,féminin,,0,,s,,
,,,substantif:sclarée  s masculin,substantif,,,sclarée,masculin,,0,,,,s
,,,substantif:sénegré  s masculin,substantif,,,sénegré,masculin,,0,,,,s
,,,substantif:sénévé  s masculin,substantif,,,sénévé,masculin,,0,,,,s
,,,substantif:sénevé noir  s masculin,substantif,,,sénevé noir,masculin,,0,,,,s
,,,substantif:sentebon  s masculin,substantif,,,sentebon,masculin,,0,,,,s
,,,substantif:serpolet  s masculin,substantif,,,serpolet,masculin,,0,,,,s
,,,substantif:sésame  s masculin,substantif,,,sésame,masculin,,0,,,,s
,,,substantif:silphium  s masculin,substantif,,,silphium,masculin,,0,,,,s
,,,substantif:soja  s masculin,substantif,,,soja,masculin,,0,,,,s
,,,substantif:souchet  s masculin,substantif,,,souchet,masculin,,0,,,,s
,,,substantif:spigol  s masculin,substantif,,,spigol,masculin,,0,,,,s
,,,substantif:surelle  s féminin,substantif,,,surelle,féminin,,0,,s,,
,,,substantif:tabasco  s masculin,substantif,,,tabasco,masculin,,0,,,,s
,,,substantif:tagète  s féminin,substantif,,,tagète,féminin,,0,,s,,
,,,substantif:tanacée  s féminin,substantif,,,tanacée,féminin,,0,,s,,
,,,substantif:tápana  s féminin,substantif,,,tápana,féminin,,0,,s,,
,,,substantif:tarragon  s masculin,substantif,,,tarragon,masculin,,0,,,,s
,,,substantif:teel  s masculin,substantif,,,teel,masculin,,0,,,,s
,,,substantif:till  s masculin,substantif,,,till,masculin,,0,,,,s
,,,substantif:trigonelle  s féminin,substantif,,,trigonelle,féminin,,0,,s,,
,,,substantif:verjus   masculin,substantif,,,verjus,masculin,,0,,,,
,,,substantif:vinette  s féminin,substantif,,,vinette,féminin,,0,,s,,
,,,substantif:wasabi  s masculin,substantif,,,wasabi,masculin,,0,,,,s
,,,substantif:zédoaire  s masculin,substantif,,,zédoaire,masculin,,0,,,,s
,,,substantif:zérumbet  s masculin,substantif,,,zérumbet,masculin,,0,,,,s
,,,substantif: ail d'Espagne aulx d'Espagne masculin,substantif,,,,masculin,,1,,,ail d'Espagne,aulx d'Espagne
,,,substantif: ail des ours aulx des ours masculin,substantif,,,,masculin,,1,,,ail des ours,aulx des ours
,,,substantif: ail sauvage aulx sauvages masculin,substantif,,,,masculin,,1,,,ail sauvage,aulx sauvages
,,,substantif: ammi des Indes ammis des Indes masculin,substantif,,,,masculin,,1,,,ammi des Indes,ammis des Indes
,,,substantif: aneth doux aneth doux masculin,substantif,,,,masculin,,1,,,aneth doux,aneth doux
,,,substantif: aneth odorant aneth odorants masculin,substantif,,,,masculin,,1,,,aneth odorant,aneth odorants
,,,substantif: anis de l'Inde anis de l'Inde masculin,substantif,,,,masculin,,1,,,anis de l'Inde,anis de l'Inde
,,,substantif: anis de la Chine anis de la Chine masculin,substantif,,,,masculin,,1,,,anis de la Chine,anis de la Chine
,,,substantif: anis de Sibérie anis de Sibérie masculin,substantif,,,,masculin,,1,,,anis de Sibérie,anis de Sibérie
,,,substantif: anis des Vosges anis des Vosges masculin,substantif,,,,masculin,,1,,,anis des Vosges,anis des Vosges
,,,substantif: anis doux anis doux masculin,substantif,,,,masculin,,1,,,anis doux,anis doux
,,,substantif: anis étoilé anis étoilés masculin,substantif,,,,masculin,,1,,,anis étoilé,anis étoilés
,,,substantif: anis vert anis verts masculin,substantif,,,,masculin,,1,,,anis vert,anis verts
,,,substantif: aspérule odorante aspérules odorantes masculin,substantif,,,,masculin,,1,,,aspérule odorante,aspérules odorantes
,,,substantif: épinard sauvage épinards sauvages masculin,substantif,,,,masculin,,1,,,épinard sauvage,épinards sauvages
,,,substantif: oignon d'Egypte oignons d'Egypte masculin,substantif,,,,masculin,,1,,,oignon d'Egypte,oignons d'Egypte
,,,substantif: oignon d'hiver oignons d'hiver masculin,substantif,,,,masculin,,1,,,oignon d'hiver,oignons d'hiver
,,,substantif: oignon grelot oignons grelot masculin,substantif,,,,masculin,,1,,,oignon grelot,oignons grelot
,,,substantif: oignon rocambole oignons rocambole masculin,substantif,,,,masculin,,1,,,oignon rocambole,oignons rocambole
,,,substantif: orpin âcre orpins âcres masculin,substantif,,,,masculin,,1,,,orpin âcre,orpins âcres
,,,substantif: orpin brûlant orpins brûlants masculin,substantif,,,,masculin,,1,,,orpin brûlant,orpins brûlants
,,,substantif: orpin réfléchi orpins réfléchis masculin,substantif,,,,masculin,,1,,,orpin réfléchi,orpins réfléchis
,,,substantif: absinthe sauvage absinthes sauvages féminin,substantif,,,,féminin,,1,absinthe sauvage,absinthes sauvages,,
,,,substantif: ache de montagne aches de montagne féminin,substantif,,,,féminin,,1,ache de montagne,aches de montagne,,
,,,substantif: ache des marais aches des marais féminin,substantif,,,,féminin,,1,ache des marais,aches des marais,,
,,,substantif: ache douce aches douces féminin,substantif,,,,féminin,,1,ache douce,aches douces,,
,,,substantif: ache odorante aches odorantes féminin,substantif,,,,féminin,,1,ache odorante,aches odorantes,,
,,,substantif: achilée mille-feuilles achilées mille-feuilles féminin,substantif,,,,féminin,,1,achilée mille-feuilles,achilées mille-feuilles,,
,,,substantif: amande amère amandes amères féminin,substantif,,,,féminin,,1,amande amère,amandes amères,,
,,,substantif: amande douce amandes douces féminin,substantif,,,,féminin,,1,amande douce,amandes douces,,
,,,substantif: armoise amère armoises amères féminin,substantif,,,,féminin,,1,armoise amère,armoises amères,,
,,,substantif: armoise citronelle armoises citronelle féminin,substantif,,,,féminin,,1,armoise citronelle,armoises citronelle,,
,,,substantif: ase fétide ases fétides féminin,substantif,,,,féminin,,1,ase fétide,ases fétides,,
,,,substantif: asperge du pauvre asperges du pauvre féminin,substantif,,,,féminin,,1,asperge du pauvre,asperges du pauvre,,
,,,substantif: assa foetida assa foetida féminin,substantif,,,,féminin,,1,assa foetida,assa foetida,,
,,,substantif: echalote d'Espagne echalotes d'Espagne féminin,substantif,,,,féminin,,1,echalote d'Espagne,echalotes d'Espagne,,
,,,substantif: échalote de Jersey échalotes de Jersey féminin,substantif,,,,féminin,,1,échalote de Jersey,échalotes de Jersey,,
,,,substantif: échalote grise échalotes grises féminin,substantif,,,,féminin,,1,échalote grise,échalotes grises,,
,,,substantif: échalote tête de veau échalotes tête de veau féminin,substantif,,,,féminin,,1,échalote tête de veau,échalotes tête de veau,,
,,,substantif: épine aigrette épines aigrettes féminin,substantif,,,,féminin,,1,épine aigrette,épines aigrettes,,
,,,substantif: épine vinette épines vinettes féminin,substantif,,,,féminin,,1,épine vinette,épines vinettes,,
,,,substantif: herbe à cent goûts herbes à cent goûts féminin,substantif,,,,féminin,,1,herbe à cent goûts,herbes à cent goûts,,
,,,substantif: herbe à concombre herbes à concombre féminin,substantif,,,,féminin,,1,herbe à concombre,herbes à concombre,,
,,,substantif: herbe à la belle-fille herbes à la belle-fille féminin,substantif,,,,féminin,,1,herbe à la belle-fille,herbes à la belle-fille,,
,,,substantif: herbe à Maggi herbes à Maggi féminin,substantif,,,,féminin,,1,herbe à Maggi,herbes à Maggi,,
,,,substantif: herbe à paddy herbes à paddy féminin,substantif,,,,féminin,,1,herbe à paddy,herbes à paddy,,
,,,substantif: herbe au charpentier herbes au charpentier féminin,substantif,,,,féminin,,1,herbe au charpentier,herbes au charpentier,,
,,,substantif: herbe au citron herbes au citron féminin,substantif,,,,féminin,,1,herbe au citron,herbes au citron,,
,,,substantif: herbe au soldat herbes au soldat féminin,substantif,,,,féminin,,1,herbe au soldat,herbes au soldat,,
,,,substantif: herbe aux coupures herbes aux coupures féminin,substantif,,,,féminin,,1,herbe aux coupures,herbes aux coupures,,
,,,substantif: herbe aux sauces herbes aux sauces féminin,substantif,,,,féminin,,1,herbe aux sauces,herbes aux sauces,,
,,,substantif: herbe aux sorcières herbes aux sorcières féminin,substantif,,,,féminin,,1,herbe aux sorcières,herbes aux sorcières,,
,,,substantif: herbe aux vers herbes aux vers féminin,substantif,,,,féminin,,1,herbe aux vers,herbes aux vers,,
,,,substantif: herbe bénie herbes bénies féminin,substantif,,,,féminin,,1,herbe bénie,herbes bénies,,
,,,substantif: herbe de citron herbes de citron féminin,substantif,,,,féminin,,1,herbe de citron,herbes de citron,,
,,,substantif: herbe de grâce herbes de grâce féminin,substantif,,,,féminin,,1,herbe de grâce,herbes de grâce,,
,,,substantif: herbe de Joseph herbes de Joseph féminin,substantif,,,,féminin,,1,herbe de Joseph,herbes de Joseph,,
,,,substantif: herbe de la Saint Jean herbes de la Saint Jean féminin,substantif,,,,féminin,,1,herbe de la Saint Jean,herbes de la Saint Jean,,
,,,substantif: herbe de Provence herbes de Provence féminin,substantif,,,,féminin,,1,herbe de Provence,herbes de Provence,,
,,,substantif: herbe de saint Benoît herbes de saint Benoît féminin,substantif,,,,féminin,,1,herbe de saint Benoît,herbes de saint Benoît,,
,,,substantif: herbe de Saint-Julien herbes de Saint-Julien féminin,substantif,,,,féminin,,1,herbe de Saint-Julien,herbes de Saint-Julien,,
